Startup,Industry,TotalFunding,Status,Country,City,FundingRounds,FoundedAt,FirstFundingAt,LastFundingAt,StatusCode
Clancap,,15000,operating,IND,Bangalore,1,15-01-2015,27-07-2015,27-07-2015,0
Clapsnslaps,Entertainment,150000,operating,IND,Mumbai,1,01-01-2013,06-09-2015,06-09-2015,0
Claro Energy,Clean Technology,2000000,operating,IND,Delhi,2,11-01-2011,22-10-2013,09-02-2015,0
Classteacher Learning Systems,EdTech|Education,15000000,operating,IND,Gurgaon,1,01-01-1999,27-06-2011,27-06-2011,0
Clear-Data Analytics,Analytics|Business Intelligence|Consulting|Predictive Analytics,100000,operating,IND,Noida,1,08-05-2013,15-05-2013,15-05-2013,0
ClearTax,Accounting|Finance|Financial Services|FinTech,120000,operating,IND,New Delhi,2,01-01-2010,01-06-2014,16-07-2014,0
Cleartrip,Travel,56400000,operating,IND,Mumbai,4,04-07-2006,01-01-2006,12-05-2014,0
Clonect Solutions,Enterprises,246517,operating,IND,Bangalore,1,,19-09-2014,19-09-2014,0
Cloud Amenity,Consulting,-,operating,IND,Chennai,1,31-05-2013,06-06-2014,06-06-2014,0
cloud infra LLC,Big Data|Cloud Infrastructure|Information Technology,-,operating,IND,Bangalore,1,09-02-2012,01-09-2012,01-09-2012,0
CloudCodes,Software,100000,operating,IND,Pune,1,11-11-2011,05-07-2013,05-07-2013,0
Clovia,Fashion,4687545,operating,IND,Noida,1,01-01-2013,09-06-2015,09-06-2015,0
Clumpling,Digital Media|Health Care Information Technology|Mobile Advertising,21250,operating,IND,New Delhi,1,20-12-2013,18-11-2015,18-11-2015,0
CoCubes.com,All Students|Career Management|Colleges|EdTech|Education|Internet|Media|Technology,-,operating,IND,Gurgaon,1,01-08-2007,01-05-2009,01-05-2009,0
Cocult,Application Platforms|Assisitive Technology|Professional Services,20000,operating,IND,Gurgaon,1,01-01-2015,12-04-2015,12-04-2015,0
Codelearn,E-Commerce,150000,operating,IND,Bangalore,1,01-01-2012,01-12-2012,01-12-2012,0
CodeNxt Web Technologies Private Limited,Consulting|Open Source|Startups|Web Design|Web Development,32848,operating,IND,Ahmedabad,2,01-01-2010,01-07-2010,01-01-2014,0
Collectabillia.com,Fashion|Sports,18137504,operating,IND,Bengaluru,3,01-01-2010,06-07-2012,10-07-2015,0
CollegeDekho,,1000000,operating,IND,,1,,30-11-2015,30-11-2015,0
Collegedunia,Education,162787,operating,IND,Delhi,1,08-05-2014,03-11-2014,03-11-2014,0
Collisionable,Entrepreneur|Finance|Startups,16500,operating,IND,New Delhi,1,25-03-2013,05-09-2013,05-09-2013,0
Comat Technologies,Governments|Health and Insurance,25000000,closed,IND,Bangalore,3,01-01-1996,10-03-2007,01-10-2008,1
CommonFloor,Real Estate,62900000,operating,IND,Bangalore,4,01-01-2007,04-06-2013,08-01-2015,0
ConfirmTKT.com,Information Services|Internet|Services,-,operating,IND,Bengaluru,1,01-01-2014,06-06-2015,06-06-2015,0
ConnectAbank,Finance|Financial Services,-,operating,IND,Mumbai,2,,01-01-2012,21-09-2015,0
ConnectM Technology Solutions,Intellectual Asset Management|M2M|Mobility|Security|Software|Telecommunications,10000000,operating,IND,Bangalore,2,01-01-2007,27-06-2007,01-08-2010,0
Conquest,Startups,6000000,operating,IND,Pilani,1,,06-08-2001,06-08-2001,0
Contentmart.in,Content|E-Commerce|Marketplaces,-,operating,IND,Gurgaon,1,22-05-2015,22-05-2015,22-05-2015,0
ConveGenius,Software,302938,operating,IND,,1,01-01-2013,17-11-2015,17-11-2015,0
CoolJunk,Education|Electronics|Hardware,120000,operating,IND,New Delhi,1,01-01-2010,11-04-2012,11-04-2012,0
Cooolio Online,Consulting|Software,210000,operating,IND,Bangalore,1,01-04-2010,30-09-2013,30-09-2013,0
Cooptions Technologies,Software,10000000,closed,IND,Hyderabad,1,01-01-1999,23-11-2009,23-11-2009,1
Core Diagnostics,Biotechnology|Health Diagnostics,5000000,operating,IND,Gurgaon,1,,01-07-2012,01-07-2012,0
CostPrize,E-Commerce,350000,operating,IND,Bangalore,2,01-01-2011,15-03-2013,11-11-2014,0
Country Cabs,Business Services|Service Providers|Taxis|Transportation|Travel|Travel & Tourism,16833.1276,operating,IND,Pune,1,22-03-2013,22-06-2013,22-06-2013,0
Covacsis,Big Data Analytics|Enterprise Software|Information Technology|Services,450000,operating,IND,Mumbai,3,01-01-2009,24-09-2012,24-06-2014,0
Coverfox Insurance,Insurance,12000000,operating,IND,Mumbai,1,01-01-2013,24-04-2015,24-04-2015,0
Craftsvilla,E-Commerce,54500000,operating,IND,Mumbai,4,01-01-2011,19-10-2011,17-11-2015,0
CreditMantri,Financial Services|FinTech|Indians,2500000,operating,IND,Chennai,1,01-01-2012,26-06-2015,26-06-2015,0
Creditseva.com,Banking,15931,operating,IND,Hyderabad,1,01-01-2014,11-04-2015,11-04-2015,0
Crispify,Android|Apps|Photography|Video|Video Editing,40000,operating,IND,Bangalore,1,01-05-2013,01-07-2013,01-07-2013,0
Crispy Games Private Limited,Games,40000,operating,IND,Mumbai,1,01-01-2011,13-03-2013,13-03-2013,0
CRMNEXT,CRM|Software,7003500,operating,IND,Noida,1,01-01-2002,06-05-2014,06-05-2014,0
CronJ IT Technologies Private Limited,Enterprise Software|Internet|Mobile Commerce|Software|User Experience Design|Web Development,10000,operating,IND,Hyderabad,1,10-01-2012,10-04-2012,10-04-2012,0
CropIn Technologies,Mobility,-,operating,IND,Bangalore,1,01-01-2010,26-03-2014,26-03-2014,0
Cross Roads,Services,1500000,operating,IND,New Delhi,1,,08-01-2015,08-01-2015,0
Crude Area,Art|Design|Product Design,115015,acquired,IND,Mumbai,2,01-11-2012,29-07-2013,01-08-2013,2
Cubicle,Consulting,40000,operating,IND,Mumbai,1,,16-12-2013,16-12-2013,0
Cubito,Information Technology|Services|Transportation,160000,operating,IND,Bangalore,3,01-01-2012,29-07-2013,23-03-2015,0
CueLearn,Education,-,operating,IND,New Delhi,1,01-01-2013,04-08-2015,04-08-2015,0
Cultivate IT Solutions & Management Pvt. Ltd.,Information Technology|Software,20000,closed,IND,Ghaziabad,1,01-01-2010,31-03-2010,31-03-2010,1
Culture Machine,Digital Media|Entertainment|Media|Technology,21500000,operating,IND,Mumbai,2,01-01-2013,01-09-2014,05-02-2015,0
CultureAlley,Browser Extensions|Education|Facebook Applications|Language Learning,6845000,operating,IND,Jaipur,4,01-12-2012,01-03-2013,03-07-2015,0
Cupick,Art|Consumer Internet|Creative Industries|E-Commerce,120000,operating,IND,Bangalore,1,11-09-2014,18-06-2015,18-06-2015,0
CURA Healthcare,Health and Wellness|Hospitals|Manufacturing|Medical Devices,15000000,operating,IND,Chennai,2,01-07-2001,01-01-2012,11-06-2014,0
Curatio Healthcare,Health and Wellness|Health Care|Medical,16200000,operating,IND,Chennai,1,,15-11-2014,15-11-2014,0
CUROFY,Health Care,-,operating,IND,Gurgaon,1,01-01-2014,08-10-2015,08-10-2015,0
Curves,Health and Wellness,-,operating,IND,Bangalore,1,,11-09-2012,11-09-2012,0
Customer Labs,Technology,50000,operating,IND,Chennai,1,01-01-2013,18-06-2015,18-06-2015,0
Customer360,Customer Service|Customer Support Tools|Mobile Enterprise|Mobile Software Tools|Real Time,500000,operating,IND,Mumbai,2,01-09-2013,01-09-2013,06-05-2015,0
CustomerXPs Software,Customer Service|Software|Technology,4000000,operating,IND,Bangalore,2,29-12-2006,14-06-2011,03-02-2014,0
Customfurnish.com,E-Commerce,2500000,operating,IND,Hyderabad,1,,04-03-2015,04-03-2015,0
Cuztomise,Collaboration|Enterprises|Enterprise Software,-,operating,IND,Indore,1,01-11-2011,25-07-2014,25-07-2014,0
Cygnus Medicare,Health and Wellness,9760000,operating,IND,New Delhi,1,01-01-2011,17-10-2014,17-10-2014,0
Daily Ninja,Apps,-,operating,IND,Bangalore,1,,28-09-2015,28-09-2015,0
DailyObjects.com,Computers|Consumer Electronics|E-Commerce|Fashion|Gadget|Mac|Mobile,-,operating,IND,New Delhi,1,01-01-2012,01-01-2012,01-01-2012,0
Daksh Infosoft,Advertising|Web Design|Web Development,6000000,acquired,IND,Jaipur,1,,24-09-2001,24-09-2001,2
DAS GROUP OF SOLUTIONS,Advice|Internet Marketing|Marketing Automation,5118761,closed,IND,Mumbai,1,06-03-2015,20-03-2015,20-03-2015,1
Dataresolve Technologies,Data Security|Hardware|IT and Cybersecurity|Security|Software|Technology,20000,operating,IND,Kolkata,2,01-08-2008,08-08-2008,06-01-2011,0
dateIITians,Facebook Applications|Networking|Online Dating|Social Media|Women,20000,operating,IND,Bangalore,1,07-02-2012,28-12-2011,28-12-2011,0
DealsAndYou,Curated Web|E-Commerce|Flash Sales|Group Buying|Social Commerce,18500000,operating,IND,Gurgaon,2,01-01-2010,01-08-2010,01-11-2011,0
DecideQuick,Curated Web|Social Media,100000,operating,IND,Trivandrum,1,20-11-2011,14-01-2012,14-01-2012,0
Deck App Technologies,Enterprise Software,600000,operating,IND,Bangalore,1,01-06-2012,16-12-2013,16-12-2013,0
DEE Piping Systems,,-,operating,IND,Tanakpur,1,,17-08-2015,17-08-2015,0
Delhivery,Logistics|Supply Chain Management,127500000,operating,IND,Gurgaon,4,01-01-2011,01-08-2012,06-05-2015,0
DeliveryChef.in,E-Commerce,-,operating,IND,Mumbai,1,01-01-2010,12-11-2013,12-11-2013,0
DeltaX,Advertising|Auctions|Search Marketing,-,operating,IND,Bangalore,1,01-01-2012,09-03-2015,09-03-2015,0
Delyver.com,Online Shopping,1000000,operating,IND,Bangalore,1,10-03-2010,28-11-2014,28-11-2014,0
Denty's,Dental|Health Care|Technology,4500000,operating,IND,Hyderabad,1,,05-05-2014,05-05-2014,0
DesiCrew Solutions,EdTech|Education,1200000,operating,IND,Chennai,1,01-02-2007,01-01-2012,01-01-2012,0
Design Ventures,Design|Product Design|Social Innovation,-,operating,IND,Bangalore,1,22-09-2014,22-10-2014,22-10-2014,0
Dexetra,Android|Software,1200000,operating,IND,Cochin,2,01-04-2010,17-10-2011,31-01-2013,0
Dhruva,Games,5000000,operating,IND,Bangalore,1,01-01-1997,27-11-2006,27-11-2006,0
Diditz,Communities|Social Media|Social Network Media,-,closed,IND,New Delhi,1,01-01-2008,01-01-2009,01-01-2009,1
Digital Music India,Music,22600000,operating,IND,Mumbai,1,01-01-2004,23-12-2006,23-12-2006,0
Dimensions IT Infrastructure Solutions,E-Commerce,-,operating,IND,Pune,1,10-05-2011,02-11-2013,02-11-2013,0
dineout,Curated Web,-,operating,IND,Delhi,1,,24-01-2014,24-01-2014,0
DishCo,Restaurants,-,operating,IND,Mumbai,1,,21-09-2015,21-09-2015,0
Quinto,Hospitality|Location Based Services,-,operating,IND,Pune,1,01-01-2012,05-07-2015,05-07-2015,0
Diskover,,-,closed,IND,Bangalore,1,01-05-2015,03-06-2015,03-06-2015,1
Disruptive By Design,Social Media,10000,operating,IND,Kolkata,1,01-05-2011,01-05-2011,01-05-2011,0
Dixon Technologies,Hardware + Software,9350000,operating,IND,Noida,1,,28-04-2008,28-04-2008,0
Docplexus,Health Care,700000,operating,IND,Pune,1,22-01-2014,06-10-2015,06-10-2015,0
Doctor Insta,E-Commerce|Health and Wellness|Health Care|Medical|Mobile Health,-,operating,IND,Gurgaon,1,30-07-2015,02-01-2015,02-01-2015,0
DoctorC,Diagnostics|Doctors|Health and Wellness|Health Care,410000,operating,IND,Hyderabad,1,01-10-2013,16-09-2014,16-09-2014,0
DocTree,Health Care,-,operating,IND,Bangalore,2,,21-02-2013,27-02-2014,0
DogSpot,Pets,5000000,operating,IND,Gurgaon,1,01-01-2007,13-12-2013,13-12-2013,0
DoorMint,Apps,3000000,operating,IND,Bengaluru,2,01-01-2014,17-04-2015,05-08-2015,0
DQ Entertainment,Game,50000000,operating,IND,Hyderabad,1,01-01-2000,09-12-2014,09-12-2014,0
Dr Lal PathLabs,Biotechnology,-,operating,IND,Haryana,1,,26-08-2010,26-08-2010,0
Dream11,E-Commerce|Fantasy Sports|Mobile Games|Online Gaming|Skill Gaming|Sports,-,operating,IND,Mumbai,1,08-12-2011,05-01-2015,05-01-2015,0
Driptech,Farming,-,operating,IND,Pune,1,01-01-2008,01-01-2012,01-01-2012,0
Driverr,Mobile,23000,operating,IND,Mumbai,1,,11-08-2015,11-08-2015,0
Droom Technology Private Limited,Automotive|E-Commerce Platforms|Marketplaces,18000000,operating,IND,Gurgaon,2,17-06-2014,20-06-2014,30-07-2015,0
DropKaffe,Restaurants,300000,operating,IND,Bangalore,1,15-03-2015,31-08-2015,31-08-2015,0
e Health Access / eVaidya.com,Apps|Doctors|Health and Wellness,560000,operating,IND,Hyderabad,1,01-12-2013,07-02-2014,07-02-2014,0
E2E Networks,Cloud Computing|Web Hosting,176605,operating,IND,Faridabad,3,01-06-2008,01-11-2009,30-06-2013,0
EarlySalary,Financial Services,1500000,operating,IND,Pune,1,01-01-2015,25-11-2015,25-11-2015,0
Ease My Sell,E-Commerce|Freelancers|Internet,200000,operating,IND,Mumbai,1,06-03-2012,04-06-2012,04-06-2012,0
Eashmart,Mobile,-,operating,IND,Delhi,1,,31-01-2014,31-01-2014,0
Easy Khaana,,100000,operating,IND,New Delhi,1,,03-12-2015,03-12-2015,0
Easy Square Feet,Real Estate,-,operating,IND,Bangalore,1,01-01-2009,13-08-2009,13-08-2009,0
EasyFix,Plumbers|Service Providers,-,operating,IND,New Delhi,1,01-01-2011,23-09-2015,23-09-2015,0
EasyLink,Web Design|Web Development|Web Hosting,5400000,ipo,IND,Chennai,1,14-04-1995,13-04-2006,13-04-2006,2
Eatlo,Restaurants,-,operating,IND,Bangalore,1,01-01-2014,07-07-2015,07-07-2015,0
Eatongo.in,Food Processing|Restaurants,40000,operating,IND,Bangalore,1,12-02-2015,01-05-2015,01-05-2015,0
eatshoplove,Fashion,3500000,acquired,IND,Bengaluru,1,01-01-2014,22-04-2015,22-04-2015,2
EazyCoach,E-Commerce,-,operating,IND,Kolkata,1,01-01-2013,26-08-2015,26-08-2015,0
EazyDiner,E-Commerce,3000000,operating,IND,Delhi,1,01-01-2014,25-08-2015,25-08-2015,0
EBS Worldwide Services,Advertising,5500000,operating,IND,Mumbai,1,01-01-2000,07-06-2006,07-06-2006,0
eClinics.in,,-,operating,IND,Ahmedabad,1,15-03-2014,15-03-2014,15-03-2014,0
Ecolibrium,Hardware + Software,1600000,operating,IND,Ahmedabad,1,01-01-2009,27-05-2013,27-05-2013,0
Ecom Express,E-Commerce|Logistics,149500000,operating,IND,Gurgaon,2,01-01-2013,09-09-2014,04-06-2015,0
Ecozen Solutions,Agriculture|Clean Technology|Energy|Social Entrepreneurship,1000000,operating,IND,Pune,2,20-09-2010,12-12-2013,07-04-2015,0
eDabba,Fashion,2850000,operating,IND,Mumbai,3,01-04-2011,01-04-2012,06-09-2013,0
eDreams Edusoft,Software,2000000,operating,IND,Bangalore,1,01-01-2010,29-05-2013,29-05-2013,0
Edserv Softsystems,EdTech|Education,964000,closed,IND,Chennai,1,01-01-2001,27-03-2008,27-03-2008,1
Edsix Brain Lab Private Limited,Digital Media|Kids,50000,operating,IND,Chennai,2,01-01-2013,30-06-2013,22-06-2015,0
Prozo.com,Education,210155,operating,IND,New Delhi,1,01-01-2011,17-08-2015,17-08-2015,0
EduKart,Education|Marketplaces,2000000,operating,IND,New Delhi,3,01-01-2011,01-04-2011,23-06-2015,0
edupristine,Corporate Training|Education,1500000,operating,IND,Mumbai,1,01-01-2007,08-04-2014,08-04-2014,0
Edutor,EdTech|Education,400000,operating,IND,Hyderabad,1,,26-03-2012,26-03-2012,0
Egully,E-Commerce|Online Shopping,50000,operating,IND,Delhi,1,26-11-2009,01-01-2009,01-01-2009,0
Eka Software Solutions,Analytics|Logistics|Software|Storage|Supply Chain Management|Trading,16000000,operating,IND,Bangalore,3,01-01-2004,01-01-2005,15-10-2013,0
Ekincare,Medical,300000,operating,IND,Hyderabad,1,,16-01-2015,16-01-2015,0
Eko India Financial Services,Finance|FinTech,5500000,operating,IND,Gurgaon,1,,11-07-2011,11-07-2011,0
Elanic,Retail,-,operating,IND,Bangalore,1,01-01-2014,03-07-2015,03-07-2015,0
Electronic Payment and Services (EPS),Hardware + Software,11000000,operating,IND,Mumbai,2,01-01-2012,26-08-2013,17-12-2013,0
Elitecore Technologies,Software,10300000,acquired,IND,Ahmadabad,1,,19-06-2007,19-06-2007,2
Embibe,Education|Tutoring,4000000,operating,IND,Mumbai,1,01-01-2012,05-05-2014,05-05-2014,0
Emergent Ventures India,Consulting,10040000,operating,IND,Gurgaon,1,01-01-1999,06-04-2008,06-04-2008,0
eMithilaHaat,Art|Fashion|Interior Design|Social Commerce,5000,operating,IND,Darbhanga,1,07-12-2013,25-10-2013,25-10-2013,0
emo2 Inc,Hardware + Software,-,operating,IND,Bangalore,1,02-02-2011,02-02-2011,02-02-2011,0
CollegeBol.com,Colleges|Education|Reviews and Recommendations|Technology,-,operating,IND,Ahmedabad,3,01-09-2012,01-01-2014,01-07-2015,0
Englishleap.com,Education,-,operating,IND,,1,01-05-2011,21-01-2015,21-01-2015,0
EnNatura Technology Ventures,Chemicals,200000,operating,IND,New Delhi,1,01-01-2006,07-01-2010,07-01-2010,0
EnterpriseActivities,Local Businesses|Market Research|Software,-,operating,IND,Bangalore,1,01-01-2012,27-03-2015,27-03-2015,0
Enterslice,Enterprises|Information Technology|Startups,150000,operating,IND,Noida,2,11-09-2014,15-06-2015,02-07-2015,0
ePaisa - Enabling Commerce,Mobile Commerce|Mobile Payments|Mobile Software Tools,1650000,operating,IND,Mumbai,2,04-11-2012,04-11-2012,10-01-2013,0
Epiance,Information Technology|Services,7500000,operating,IND,Bangalore,1,01-01-2001,25-05-2004,25-05-2004,0
ePoise,General Public Worldwide|SaaS|Technology,500000,operating,IND,Bangalore,2,01-01-2012,26-03-2015,20-08-2015,0
Equitas Holdings,Finance,16000000,closed,IND,Chennai,1,01-01-2007,20-12-2013,20-12-2013,1
ERC Eye Care,Biotechnology,-,operating,IND,Jorhat,1,01-01-2011,18-12-2013,18-12-2013,0
Eruvaka Technologies,Manufacturing,-,operating,IND,Vijayawada,1,01-01-2012,26-11-2013,26-11-2013,0
ESDS Software Solution Private Limited,Networking|Web Hosting,4000000,operating,IND,Nasik,1,01-01-2005,12-02-2015,12-02-2015,0
Etable,Social Media|Social Network Media,100000,operating,IND,Bangalore,1,26-01-2012,10-01-2013,10-01-2013,0
Etechies.in,Technology,2003257,operating,IND,Gurgaon,1,,01-11-2011,01-11-2011,0
Etown India Services,Local Businesses,110000,operating,IND,Kovilpatti,1,,15-03-2012,15-03-2012,0
Eveningflavors.com,E-Commerce|Hotels,500000,operating,IND,Bangalore,1,11-02-2009,22-05-2015,22-05-2015,0
Eventifier,Curated Web,2500000,acquired,IND,Bangalore,2,01-01-2012,02-12-2013,11-02-2015,2
Eventus Software Pvt,Software,130000,closed,IND,Chennai,1,01-01-2011,28-04-2014,28-04-2014,1
ExamHack Inc.,,-,closed,IND,New Delhi,1,16-04-2015,02-04-2015,02-04-2015,1
Examify,Algorithms|Big Data|Education|Marketplaces,80000,operating,IND,Mumbai,1,01-01-2012,18-08-2014,18-08-2014,0
Excellence4u,Consulting,10000000,operating,IND,Bangalore,1,01-01-2011,28-05-2013,28-05-2013,0
Excelsoft,EdTech|Education,8620000,operating,IND,Mysore,1,01-01-1999,17-09-2008,17-09-2008,0
EximSoft-Trianz,Software,14000000,acquired,IND,Bangalore,1,01-01-1997,16-01-2007,16-01-2007,2
Exotel,Messaging,500000,operating,IND,Bangalore,1,,27-03-2012,27-03-2012,0
Experifun,Education,335000,operating,IND,Bangalore,2,01-01-2012,27-11-2013,19-09-2014,0
Expibotz Technologies,Electronics|Social Media,40016,operating,IND,Alappuzha,2,01-11-2012,10-01-2013,12-05-2014,0
Explara,Event Management|Ticketing,486433,operating,IND,Bangalore,4,01-01-2008,12-02-2013,06-11-2015,0
ExploreLifeTraveling,Travel & Tourism,-,operating,IND,Bangalore,2,09-07-2015,09-07-2015,06-11-2015,0
eYantra Industries,Software,7500000,operating,IND,Hyderabad,1,01-01-2001,08-07-2010,08-07-2010,0
Eye-Q,Health and Wellness,14000000,operating,IND,Gurgaon,2,01-01-2007,30-01-2014,10-03-2015,0
Ezetap,Mobile,35000000,operating,IND,Bangalore,4,01-01-2011,01-11-2012,07-08-2015,0
EZMove,E-Commerce,165000,operating,IND,Pune,1,01-01-2013,22-08-2014,22-08-2014,0
Ezysolare,Renewable Energies,-,operating,IND,Ahmedabad,1,01-01-2014,26-08-2015,26-08-2015,0
FAASOS,Food Processing,20000000,operating,IND,Pune,2,01-01-2011,09-02-2015,09-02-2015,0
FAB BAG,Beauty|Cosmetics|E-Commerce|Subscription Businesses,500000,closed,IND,Mumbai,1,15-07-2012,18-02-2013,18-02-2013,1
FabAlley,E-Commerce,-,operating,IND,Noida,1,01-01-2012,20-11-2013,20-11-2013,0
Faircent,Financial Services,4250000,operating,IND,Haryana,3,01-01-2013,07-01-2015,12-10-2015,0
Fareye,Internet|Robotics|Software|Tracking,329023,operating,IND,New Delhi,1,01-01-2008,11-09-2014,11-09-2014,0
Fashion & You,E-Commerce|Fashion|Internet|Lifestyle|Retail,58000000,operating,IND,Gurgaon,3,16-11-2009,09-12-2010,06-06-2014,0
FashionLady,Fashion,100000,operating,IND,Hyderabad,1,25-08-2013,01-09-2012,01-09-2012,0
fastseva.com,E-Commerce|Mobile Payments|Online Shopping,100000,operating,IND,Surat,1,27-02-2012,20-10-2015,20-10-2015,0
Favista Real Estate,Real Estate,2000000,operating,IND,Gurgaon,1,01-12-2011,01-01-2012,01-01-2012,0
FBComplete,Social Media Marketing,10000,operating,IND,Nasik,1,01-06-2015,01-06-2015,01-06-2015,0
Fictiontree,Games|Networking|Systems,10000,operating,IND,Hyderabad,1,08-06-2014,01-11-2014,01-11-2014,0
Fifth Generation Technologies India Private,Software,3310000,operating,IND,Chennai,1,01-01-1998,25-11-2009,25-11-2009,0
FilmySphere Entertainment Pvt Ltd,Entertainment|Media,100000,operating,IND,Bangalore,1,24-12-2013,23-05-2014,23-05-2014,0
Financial Information Network & Operations Pvt,Finance|FinTech,35000000,closed,IND,Mumbai,2,01-01-2006,03-03-2007,09-12-2009,1
Financial Software Systems,Software,57000000,operating,IND,Chennai,1,01-01-1991,14-10-2014,14-10-2014,0
Findable.in,Mobile Shopping|Online Shopping,-,operating,IND,New Delhi,1,15-03-2013,02-08-2014,02-08-2014,0
FindURClass,Education|Information Services|Search,250000,operating,IND,Mumbai,1,01-04-2013,26-11-2014,26-11-2014,0
