Startup,Industry,City,TotalFunding,FundingRounds,Stage,Status,Source,StatusCode
Design Ventures,Design,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
Dexetra,Android,Cochin,1200000.0,2,Unknown,Safe,trikala_original,1
Dhruva,Games,Bangalore,5000000.0,1,Unknown,Safe,trikala_original,1
Diditz,Communities,Delhi,1800000.0,1,Unknown,Failed,trikala_original,0
Digital Music India,Music,Mumbai,22600000.0,1,Unknown,Safe,trikala_original,1
Dimensions IT Infrastructure Solutions,E-Commerce,Pune,1800000.0,1,Unknown,Safe,trikala_original,1
dineout,Curated Web,Delhi,1800000.0,1,Unknown,Safe,trikala_original,1
DishCo,Restaurants,Mumbai,1800000.0,1,Unknown,Safe,trikala_original,1
Quinto,Hospitality,Pune,1800000.0,1,Unknown,Safe,trikala_original,1
Diskover,Unknown,Bangalore,1800000.0,1,Unknown,Failed,trikala_original,0
Disruptive By Design,Social Media,Kolkata,10000.0,1,Unknown,Safe,trikala_original,1
Dixon Technologies,Hardware + Software,Noida,9350000.0,1,Unknown,Safe,trikala_original,1
Docplexus,Health Care,Pune,700000.0,1,Unknown,Safe,trikala_original,1
Doctor Insta,E-Commerce,Gurgaon,1800000.0,1,Unknown,Safe,trikala_original,1
DoctorC,Diagnostics,Hyderabad,410000.0,1,Unknown,Safe,trikala_original,1
DocTree,Health Care,Bangalore,1800000.0,2,Unknown,Safe,trikala_original,1
DogSpot,Pets,Gurgaon,5000000.0,1,Unknown,Safe,trikala_original,1
DoorMint,Apps,Bangalore,3000000.0,2,Unknown,Safe,trikala_original,1
DQ Entertainment,Game,Hyderabad,50000000.0,1,Unknown,Safe,trikala_original,1
Dr Lal PathLabs,Biotechnology,Haryana,1800000.0,1,Unknown,Safe,trikala_original,1
Dream11,E-Commerce,Mumbai,1800000.0,1,Unknown,Safe,trikala_original,1
Driptech,Farming,Pune,1800000.0,1,Unknown,Safe,trikala_original,1
Driverr,Mobile,Mumbai,23000.0,1,Unknown,Safe,trikala_original,1
Droom Technology Private Limited,Automotive,Gurgaon,18000000.0,2,Unknown,Safe,trikala_original,1
DropKaffe,Restaurants,Bangalore,300000.0,1,Unknown,Safe,trikala_original,1
e Health Access / eVaidya.com,Apps,Hyderabad,560000.0,1,Unknown,Safe,trikala_original,1
E2E Networks,Cloud Computing,Faridabad,176605.0,3,Unknown,Safe,trikala_original,1
EarlySalary,Financial Services,Pune,1500000.0,1,Unknown,Safe,trikala_original,1
Ease My Sell,E-Commerce,Mumbai,200000.0,1,Unknown,Safe,trikala_original,1
Eashmart,Mobile,Delhi,1800000.0,1,Unknown,Safe,trikala_original,1
Easy Khaana,Unknown,Delhi,100000.0,1,Unknown,Safe,trikala_original,1
Easy Square Feet,Real Estate,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
EasyFix,Plumbers,Delhi,1800000.0,1,Unknown,Safe,trikala_original,1
EasyLink,Web Design,Chennai,5400000.0,1,Unknown,Safe,trikala_original,1
Eatlo,Restaurants,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
Eatongo.in,Food Processing,Bangalore,40000.0,1,Unknown,Safe,trikala_original,1
eatshoplove,Fashion,Bangalore,3500000.0,1,Unknown,Safe,trikala_original,1
EazyCoach,E-Commerce,Kolkata,1800000.0,1,Unknown,Safe,trikala_original,1
EazyDiner,E-Commerce,Delhi,3000000.0,1,Unknown,Safe,trikala_original,1
EBS Worldwide Services,Advertising,Mumbai,5500000.0,1,Unknown,Safe,trikala_original,1
eClinics.in,Unknown,Ahmedabad,1800000.0,1,Unknown,Safe,trikala_original,1
Ecolibrium,Hardware + Software,Ahmedabad,1600000.0,1,Unknown,Safe,trikala_original,1
Ecom Express,E-Commerce,Gurgaon,149500000.0,2,Unknown,Safe,trikala_original,1
Ecozen Solutions,Agriculture,Pune,1000000.0,2,Unknown,Safe,trikala_original,1
eDabba,Fashion,Mumbai,2850000.0,3,Unknown,Safe,trikala_original,1
eDreams Edusoft,Software,Bangalore,2000000.0,1,Unknown,Safe,trikala_original,1
Edserv Softsystems,Edtech,Chennai,964000.0,1,Unknown,Failed,trikala_original,0
Edsix Brain Lab Private Limited,Digital Media,Chennai,50000.0,2,Unknown,Safe,trikala_original,1
Prozo.com,Education,Delhi,210155.0,1,Unknown,Safe,trikala_original,1
EduKart,Education,Delhi,2000000.0,3,Unknown,Safe,trikala_original,1
edupristine,Corporate Training,Mumbai,1500000.0,1,Unknown,Safe,trikala_original,1
Edutor,Edtech,Hyderabad,400000.0,1,Unknown,Safe,trikala_original,1
Egully,E-Commerce,Delhi,50000.0,1,Unknown,Safe,trikala_original,1
Eka Software Solutions,Analytics,Bangalore,16000000.0,3,Unknown,Safe,trikala_original,1
Ekincare,Medical,Hyderabad,300000.0,1,Unknown,Safe,trikala_original,1
Eko India Financial Services,Finance,Gurgaon,5500000.0,1,Unknown,Safe,trikala_original,1
Elanic,Retail,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
Electronic Payment and Services (EPS),Hardware + Software,Mumbai,11000000.0,2,Unknown,Safe,trikala_original,1
Elitecore Technologies,Software,Ahmadabad,10300000.0,1,Unknown,Safe,trikala_original,1
Embibe,Education,Mumbai,4000000.0,1,Unknown,Safe,trikala_original,1
Emergent Ventures India,Consulting,Gurgaon,10040000.0,1,Unknown,Safe,trikala_original,1
eMithilaHaat,Art,Darbhanga,5000.0,1,Unknown,Safe,trikala_original,1
emo2 Inc,Hardware + Software,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
CollegeBol.com,Colleges,Ahmedabad,1800000.0,3,Unknown,Safe,trikala_original,1
Englishleap.com,Education,Unknown,1800000.0,1,Unknown,Safe,trikala_original,1
EnNatura Technology Ventures,Chemicals,Delhi,200000.0,1,Unknown,Safe,trikala_original,1
EnterpriseActivities,Local Businesses,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
Enterslice,Enterprises,Noida,150000.0,2,Unknown,Safe,trikala_original,1
ePaisa - Enabling Commerce,Mobile Commerce,Mumbai,1650000.0,2,Unknown,Safe,trikala_original,1
Epiance,Information Technology,Bangalore,7500000.0,1,Unknown,Safe,trikala_original,1
ePoise,General Public Worldwide,Bangalore,500000.0,2,Unknown,Safe,trikala_original,1
Equitas Holdings,Finance,Chennai,16000000.0,1,Unknown,Failed,trikala_original,0
ERC Eye Care,Biotechnology,Jorhat,1800000.0,1,Unknown,Safe,trikala_original,1
Eruvaka Technologies,Manufacturing,Vijayawada,1800000.0,1,Unknown,Safe,trikala_original,1
ESDS Software Solution Private Limited,Networking,Nasik,4000000.0,1,Unknown,Safe,trikala_original,1
Etable,Social Media,Bangalore,100000.0,1,Unknown,Safe,trikala_original,1
Etechies.in,Technology,Gurgaon,2003257.0,1,Unknown,Safe,trikala_original,1
Etown India Services,Local Businesses,Kovilpatti,110000.0,1,Unknown,Safe,trikala_original,1
Eveningflavors.com,E-Commerce,Bangalore,500000.0,1,Unknown,Safe,trikala_original,1
Eventifier,Curated Web,Bangalore,2500000.0,2,Unknown,Safe,trikala_original,1
Eventus Software Pvt,Software,Chennai,130000.0,1,Unknown,Failed,trikala_original,0
ExamHack Inc.,Unknown,Delhi,1800000.0,1,Unknown,Failed,trikala_original,0
Examify,Algorithms,Mumbai,80000.0,1,Unknown,Safe,trikala_original,1
Excellence4u,Consulting,Bangalore,10000000.0,1,Unknown,Safe,trikala_original,1
Excelsoft,Edtech,Mysore,8620000.0,1,Unknown,Safe,trikala_original,1
EximSoft-Trianz,Software,Bangalore,14000000.0,1,Unknown,Safe,trikala_original,1
Exotel,Messaging,Bangalore,500000.0,1,Unknown,Safe,trikala_original,1
Experifun,Education,Bangalore,335000.0,2,Unknown,Safe,trikala_original,1
Expibotz Technologies,Electronics,Alappuzha,40016.0,2,Unknown,Safe,trikala_original,1
Explara,Event Management,Bangalore,486433.0,4,Unknown,Safe,trikala_original,1
ExploreLifeTraveling,Travel & Tourism,Bangalore,1800000.0,2,Unknown,Safe,trikala_original,1
eYantra Industries,Software,Hyderabad,7500000.0,1,Unknown,Safe,trikala_original,1
Eye-Q,Health And Wellness,Gurgaon,14000000.0,2,Unknown,Safe,trikala_original,1
Ezetap,Mobile,Bangalore,35000000.0,4,Unknown,Safe,trikala_original,1
EZMove,E-Commerce,Pune,165000.0,1,Unknown,Safe,trikala_original,1
Ezysolare,Renewable Energies,Ahmedabad,1800000.0,1,Unknown,Safe,trikala_original,1
FAASOS,Food Processing,Pune,20000000.0,2,Unknown,Safe,trikala_original,1
FAB BAG,Beauty,Mumbai,500000.0,1,Unknown,Failed,trikala_original,0
FabAlley,E-Commerce,Noida,1800000.0,1,Unknown,Safe,trikala_original,1
Faircent,Financial Services,Haryana,4250000.0,3,Unknown,Safe,trikala_original,1
Fareye,Internet,Delhi,329023.0,1,Unknown,Safe,trikala_original,1
Fashion & You,E-Commerce,Gurgaon,58000000.0,3,Unknown,Safe,trikala_original,1
FashionLady,Fashion,Hyderabad,100000.0,1,Unknown,Safe,trikala_original,1
fastseva.com,E-Commerce,Surat,100000.0,1,Unknown,Safe,trikala_original,1
Favista Real Estate,Real Estate,Gurgaon,2000000.0,1,Unknown,Safe,trikala_original,1
FBComplete,Social Media Marketing,Nasik,10000.0,1,Unknown,Safe,trikala_original,1
Fictiontree,Games,Hyderabad,10000.0,1,Unknown,Safe,trikala_original,1
Fifth Generation Technologies India Private,Software,Chennai,3310000.0,1,Unknown,Safe,trikala_original,1
FilmySphere Entertainment Pvt Ltd,Entertainment,Bangalore,100000.0,1,Unknown,Safe,trikala_original,1
Financial Information Network & Operations Pvt,Finance,Mumbai,35000000.0,2,Unknown,Failed,trikala_original,0
Financial Software Systems,Software,Chennai,57000000.0,1,Unknown,Safe,trikala_original,1
Findable.in,Mobile Shopping,Delhi,1800000.0,1,Unknown,Safe,trikala_original,1
FindURClass,Education,Mumbai,250000.0,1,Unknown,Safe,trikala_original,1
FindYahan,Marketplaces,Gurgaon,1800000.0,2,Unknown,Safe,trikala_original,1
FindYogi,Consumers,Bangalore,100000.0,1,Unknown,Safe,trikala_original,1
finrek solutions private limited,Credit,Jaipur,50000.0,2,Unknown,Safe,trikala_original,1
Firepro Systems,Security,Bangalore,12000000.0,1,Unknown,Safe,trikala_original,1
FirstCry.com,E-Commerce,Pune,65000000.0,4,Unknown,Safe,trikala_original,1
FirstRide,Automotive,Bangalore,50000.0,2,Unknown,Safe,trikala_original,1
FitCircle,Unknown,Andheri,1800000.0,1,Unknown,Safe,trikala_original,1
fitmeln,E-Commerce,Delhi,100000.0,1,Unknown,Safe,trikala_original,1
Fitternity.com,Fitness,Mumbai,1000000.0,1,Unknown,Safe,trikala_original,1
FixNix Inc.,Network Security,Vellore,162510.0,1,Unknown,Safe,trikala_original,1
Fixy,Internet,Mumbai,1800000.0,1,Unknown,Safe,trikala_original,1
FlamencoTech,Computers,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
Flash Door,Internet,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
Flat.to,Real Estate,Mumbai,1800000.0,1,Unknown,Safe,trikala_original,1
FlatChat,Real Estate,Bangalore,2500000.0,1,Unknown,Safe,trikala_original,1
FleAffair.com,Art,Delhi,10000.0,1,Unknown,Safe,trikala_original,1
Flexing It,Consulting,Delhi,500000.0,1,Unknown,Safe,trikala_original,1
Flinto,E-Commerce,Chennai,335000.0,2,Unknown,Safe,trikala_original,1
Flip Technologies,Consumer Electronics,Kochi,185000.0,3,Unknown,Safe,trikala_original,1
flipClass,Education,Bangalore,250000.0,1,Unknown,Safe,trikala_original,1
Flipkart,E-Commerce,Bangalore,3151140000.0,12,Unknown,Safe,trikala_original,1
Flutura Solutions,Software,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
Flynx,Android,Noida,20000.0,1,Unknown,Safe,trikala_original,1
Focaloid Technologies,Business Services,Bangalore,9313.0,1,Unknown,Safe,trikala_original,1
Food Talk India,Real Time,Gurgaon,500000.0,1,Unknown,Safe,trikala_original,1
FoodAbhi,Food Processing,Parel,1800000.0,1,Unknown,Safe,trikala_original,1
Foodeato,Food Processing,Gurgaon,1800000.0,1,Unknown,Safe,trikala_original,1
Foodyn.com,Cooking,Mumbai,50000.0,1,Unknown,Safe,trikala_original,1
Footprints Childcare,Education,Haryana,672000.0,1,Unknown,Safe,trikala_original,1
Forefront Capital Management,Unknown,Mumbai,100000000.0,1,Unknown,Safe,trikala_original,1
FORMCEPT,Analytics,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
FortunePay,Financial Services,Bangalore,1000000.0,2,Unknown,Safe,trikala_original,1
Forus Health,Health Care,Bangalore,13400000.0,2,Unknown,Safe,trikala_original,1
Founch,Content Discovery,Unknown,20000.0,1,Unknown,Safe,trikala_original,1
Four Eyes Club,Customer Service,Mumbai,80000.0,2,Unknown,Safe,trikala_original,1
Four Interactive,Curated Web,Bangalore,12000000.0,2,Unknown,Safe,trikala_original,1
fourseven,Internet,Gurgaon,452000.0,1,Unknown,Safe,trikala_original,1
Fourth Partner Energy,Recycling,Hyderabad,2000000.0,1,Unknown,Safe,trikala_original,1
Foyr,Home Decor,Hyderabad,1660000.0,2,Unknown,Safe,trikala_original,1
Fracktal works,Consumer Electronics,Bangalore,2980000.0,1,Unknown,Safe,trikala_original,1
Framebench,Collaboration,Pune,1800000.0,1,Unknown,Safe,trikala_original,1
Frankly.me,Apps,Noida,600000.0,1,Unknown,Safe,trikala_original,1
FreeCharge,Internet,Mumbai,113000000.0,2,Unknown,Safe,trikala_original,1
FREECULTR,Fashion,Haryana,13000000.0,2,Unknown,Safe,trikala_original,1
Freedu.in,Education,Jodhpur,18394.0,1,Unknown,Safe,trikala_original,1
Freewave tech-solutions private limited,Internet,Mumbai,1800000.0,1,Unknown,Safe,trikala_original,1
FreshMonk,E-Commerce,Noida,1800000.0,2,Unknown,Safe,trikala_original,1
Freshworld,Startups,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
Frilp,E-Commerce,Chennai,500000.0,2,Unknown,Safe,trikala_original,1
frintit,Advertising,Bangalore,75000.0,1,Unknown,Safe,trikala_original,1
FrontalRain Technologies,Software,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
Frrole,Social Media,Bangalore,245000.0,2,Unknown,Safe,trikala_original,1
FRSH,E-Commerce,Delhi,1618000.0,3,Unknown,Safe,trikala_original,1
Function Space,Education,Pune,1800000.0,1,Unknown,Safe,trikala_original,1
FundsIndia,Finance,Chennai,15412000.0,3,Unknown,Safe,trikala_original,1
Furdo,Internet,Bangalore,400000.0,1,Unknown,Safe,trikala_original,1
Furlenco,Consumers,Bangalore,6000000.0,1,Unknown,Safe,trikala_original,1
Furor Technologies Pvt. Ltd.,B2B,Gurgaon,1800000.0,1,Unknown,Safe,trikala_original,1
Fusion Microfinance,Finance,Delhi,12800000.0,2,Unknown,Safe,trikala_original,1
Fxkart.com,E-Commerce,Bangalore,2000000.0,1,Unknown,Safe,trikala_original,1
Fynd,Unknown,Mumbai,1800000.0,1,Unknown,Safe,trikala_original,1
G2One Network,Brand Marketing,Delhi,1800000.0,2,Unknown,Safe,trikala_original,1
Gaana,Games,Delhi,1800000.0,1,Unknown,Safe,trikala_original,1
Gadgets 360°,Broadcasting,Delhi,1800000.0,1,Unknown,Safe,trikala_original,1
Gadgetwood,Software,Delhi,1800000.0,1,Unknown,Safe,trikala_original,1
Games2Win,Games,Mumbai,13000000.0,3,Unknown,Safe,trikala_original,1
GameXS,Entertainment,Gurgaon,1800000.0,1,Unknown,Safe,trikala_original,1
GAP Miners,Curated Web,Hyderabad,500000.0,1,Unknown,Safe,trikala_original,1
Gapoon,E-Commerce Platforms,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
Gati Infrastructure,Clean Technology,Secunderabad,43000000.0,1,Unknown,Safe,trikala_original,1
Gayatrishakti Paper & Boards,Manufacturing,Gujrat,4000000.0,1,Unknown,Safe,trikala_original,1
Gecko,Hardware + Software,Bangalore,50000.0,1,Unknown,Safe,trikala_original,1
GemPundit,E-Commerce,Gurgaon,1800000.0,1,Unknown,Safe,trikala_original,1
Genii Technologies,Mobile,Mumbai,100000.0,2,Unknown,Safe,trikala_original,1
GenY Medium,Social Media,Hyderabad,500000.0,1,Unknown,Safe,trikala_original,1
Germin8,Analytics,Mumbai,5400000.0,2,Unknown,Safe,trikala_original,1
Get My Peon,Professional Services,Mumbai,250000.0,1,Unknown,Safe,trikala_original,1
Getit InfoServices,Search,Delhi,36400000.0,1,Unknown,Safe,trikala_original,1
GetLook,Consumer Goods,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
GetLunchin.com,E-Commerce,Mumbai,48495.0,1,Unknown,Safe,trikala_original,1
GetNow.At,Consumer Goods,Nagpur,1800000.0,1,Unknown,Safe,trikala_original,1
GetVu,Information Technology,Coimbatore,25000.0,1,Unknown,Failed,trikala_original,0
GIBSS,Environmental Innovation,Mumbai,1800000.0,1,Unknown,Safe,trikala_original,1
Gift2Greet.com,E-Commerce,Madhapur,250000.0,1,Unknown,Safe,trikala_original,1
GiftCardsIndia,Unknown,Malad,1800000.0,1,Unknown,Safe,trikala_original,1
Giftindia24x7.com,Gift Exchange,Kolkata,1800000.0,1,Unknown,Safe,trikala_original,1
Giftology,Social Media,Delhi,1800000.0,1,Unknown,Failed,trikala_original,0
Giftxoxo,E-Commerce,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
GigsJam,Music,Delhi,8000.0,1,Unknown,Safe,trikala_original,1
Gigstart,Enterprises,Delhi,210000.0,2,Unknown,Safe,trikala_original,1
Gingercrush,Retail,Vadodara,1800000.0,1,Unknown,Safe,trikala_original,1
Gingersoft Media,Advertising,Bangalore,2000000.0,1,Unknown,Failed,trikala_original,0
Gingr,Mobile,Gurgaon,28000.0,1,Unknown,Safe,trikala_original,1
Gini & Jony,E-Commerce,Mumbai,18000000.0,1,Unknown,Safe,trikala_original,1
GirnarSoft,Enterprise Software,Jaipur,65000000.0,2,Unknown,Safe,trikala_original,1
Giveter,Advertising,Haryana,500000.0,1,Unknown,Safe,trikala_original,1
Gland Pharma,Biotechnology,Hyderabad,200000000.0,1,Unknown,Safe,trikala_original,1
Global Talent Track,Corporate Training,Pune,1800000.0,1,Unknown,Safe,trikala_original,1
Glowship,Retail,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
GMR Group,Consulting,Bangalore,398350000.0,1,Unknown,Safe,trikala_original,1
GoCoop,Software,Bangalore,70000.0,2,Unknown,Safe,trikala_original,1
GoJavas,Technology,Gurgaon,20000000.0,1,Unknown,Safe,trikala_original,1
GoldVIP Technology Solutions (Crown-it),Software,Haryana,5500000.0,1,Unknown,Safe,trikala_original,1
GolfLAN,Communities,Delhi,1800000.0,1,Unknown,Safe,trikala_original,1
GoodBox,Messaging,Bangalore,2700000.0,2,Unknown,Safe,trikala_original,1
Goodservice,Internet,Delhi,1600000.0,1,Unknown,Safe,trikala_original,1
GoodsRelocate,Travel,Ghaziabad,7531.0,1,Unknown,Safe,trikala_original,1
Gorkha,Travel & Tourism,Mumbai,160000.0,1,Unknown,Safe,trikala_original,1
WowTables,Internet,Mumbai,300000.0,1,Unknown,Safe,trikala_original,1
GoZopping.com,E-Commerce,Udaipur City,1800000.0,1,Unknown,Safe,trikala_original,1
Grab,Delivery,Mumbai,1000000.0,1,Unknown,Safe,trikala_original,1
Grabhouse,Real Estate,Mumbai,13000000.0,4,Unknown,Safe,trikala_original,1
GrabInbox,Facebook Applications,Mumbai,40000.0,1,Unknown,Safe,trikala_original,1
GrabOn,Coupons,Hyderabad,250000.0,1,Unknown,Safe,trikala_original,1
GradeStack,Education,Noida,1800000.0,1,Unknown,Safe,trikala_original,1
Grama Vidiyal Micro Finance,Finance,Unknown,1800000.0,1,Unknown,Safe,trikala_original,1
Gramco,Real Estate,Indore,2300000.0,1,Unknown,Safe,trikala_original,1
Grameen Financial Services,Finance,Bangalore,21556050.0,2,Unknown,Safe,trikala_original,1
GramVaani,Audio,Delhi,500000.0,1,Unknown,Safe,trikala_original,1
Gray Routes Innovative Distribution,Mobile,Mumbai,110000.0,1,Unknown,Safe,trikala_original,1
Greencart,E-Commerce,Mumbai,1500000.0,1,Unknown,Safe,trikala_original,1
GreenDust,E-Commerce,Delhi,40000000.0,1,Unknown,Safe,trikala_original,1
Greenko Group,Clean Technology,Hyderabad,241983286.0,2,Unknown,Safe,trikala_original,1
GREX,Financial Services,Pune,625000.0,1,Unknown,Safe,trikala_original,1
Greymeter,Brand Marketing,Delhi,1800000.0,2,Unknown,Safe,trikala_original,1
Greytip Software,Human Resources,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
Cubeit,Application Platforms,Bangalore,3000000.0,1,Unknown,Safe,trikala_original,1
Gridle.io,Cloud Computing,Ahmedabad,130000.0,4,Unknown,Safe,trikala_original,1
GrocShop,Consumer Goods,Mumbai,1800000.0,1,Unknown,Safe,trikala_original,1
GrocTail,E-Commerce,Pune,20000.0,1,Unknown,Safe,trikala_original,1
Grofers,Consumer Electronics,Gurgaon,165500000.0,4,Unknown,Safe,trikala_original,1
Groupe Athena,Biotechnology,Mumbai,2355000.0,1,Unknown,Safe,trikala_original,1
Groupon India,Internet Service Providers,Delhi,20000000.0,1,Unknown,Safe,trikala_original,1
GrownOut,Enterprise Software,Delhi,40000.0,2,Unknown,Safe,trikala_original,1
GTI Capital Group,Finance,Delhi,1800000.0,1,Unknown,Safe,trikala_original,1
Guiddoo World,Audio,Mumbai,1800000.0,1,Unknown,Safe,trikala_original,1
Gungroo,Android,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
GupShup,Mobile,Mumbai,33000000.0,3,Unknown,Safe,trikala_original,1
Guruji,Search,Bangalore,15000000.0,2,Unknown,Failed,trikala_original,0
GVK Biosciences,Analytics,Hyderabad,25000000.0,1,Unknown,Safe,trikala_original,1
GyanLab,Analytics,Bangalore,1800000.0,1,Unknown,Safe,trikala_original,1
Gympik,Health And Wellness,Bangalore,135000.0,1,Unknown,Safe,trikala_original,1
GymTrekker,Fitness,Mumbai,1800000.0,1,Unknown,Safe,trikala_original,1
HackerEarth,Software,Bangalore,500000.0,2,Unknown,Safe,trikala_original,1
Hackmania,Education,Secunderabad,10000.0,1,Unknown,Safe,trikala_original,1
Haier,Home Automation,Delhi,364000000.0,1,Unknown,Safe,trikala_original,1
HandyHome,Consumers,Mumbai,500000.0,1,Unknown,Safe,trikala_original,1
Hansa Customer,Marketing Automation,Mumbai,4700000.0,1,Unknown,Safe,trikala_original,1
Happay,Software,Whitefield,500000.0,1,Unknown,Safe,trikala_original,1
Happiest Minds Technolgoies,Software,Bangalore,45000000.0,1,Unknown,Safe,trikala_original,1
Happitoo,Information Technology,Mumbai,77000.0,1,Unknown,Safe,trikala_original,1
